# Recorded using POD_Data_Capture.py
# Recoreded on:     2022-08-02 14:59:05.400804
# Device address:   
# Device ID:        00:3c:84:dd:2c:01

ECG_LOD,ECG_1,ECG_2,A_X,A_Y,A_Z,G_X,G_Y,G_Z,M_X,M_Y,M_Z,tstamp
0,-0.18010542396935625,-0.23326487061838622,0.044921875,0.0107421875,1.01806640625,0.00146484375,0.00048828125,-0.0029296875,0.54638671875,0.18408203125,-0.06005859375,2022-08-02T14:58:57.765290
0,-0.18008363646384482,-0.23324514991181652,0.044921875,0.0107421875,1.01806640625,0.00146484375,0.00048828125,-0.0029296875,0.54638671875,0.18408203125,-0.06005859375,2022-08-02T14:58:57.767290
0,-0.18005650972773363,-0.2332515225418871,0.044921875,0.0107421875,1.01806640625,0.00146484375,0.00048828125,-0.0029296875,0.54638671875,0.18408203125,-0.06005859375,2022-08-02T14:58:57.769290
0,-0.18003937251984126,-0.2332633205191799,0.044921875,0.0107421875,1.01806640625,0.00146484375,0.00048828125,-0.0029296875,0.54638671875,0.18408203125,-0.06005859375,2022-08-02T14:58:57.771290
0,-0.18003170814043212,-0.23326013420414463,0.044921875,0.0107421875,1.01806640625,0.00146484375,0.00048828125,-0.0029296875,0.54638671875,0.18408203125,-0.06005859375,2022-08-02T14:58:57.773290
0,-0.18001405423280423,-0.23328278287588186,0.044921875,0.0107421875,1.01806640625,0.00146484375,0.00048828125,-0.0029296875,0.54638671875,0.18408203125,-0.06005859375,2022-08-02T14:58:57.775290
0,-0.18002171861221342,-0.23328218005952378,0.044921875,0.0107421875,1.01806640625,0.00146484375,0.00048828125,-0.0029296875,0.54638671875,0.18408203125,-0.06005859375,2022-08-02T14:58:57.777290
0,-0.18003144979056437,-0.23326926256613753,0.044921875,0.0107421875,1.01806640625,0.00146484375,0.00048828125,-0.0029296875,0.54638671875,0.18408203125,-0.06005859375,2022-08-02T14:58:57.779290
0,-0.18002567997685184,-0.2332506613756614,0.044921875,0.0107421875,1.01806640625,0.00146484375,0.00048828125,-0.0029296875,0.54638671875,0.18408203125,-0.06005859375,2022-08-02T14:58:57.781290
0,-0.18001612103174597,-0.2332589285714286,0.044921875,0.0107421875,1.01806640625,0.00146484375,0.00048828125,-0.0029296875,0.54638671875,0.18408203125,-0.06005859375,2022-08-02T14:58:57.783290
0,-0.18000647597001765,-0.23322697930445324,0.04638671875,0.0087890625,1.0126953125,0.001953125,-0.0009765625,-0.0029296875,0.53466796875,0.18408203125,-0.05615234375,2022-08-02T14:58:57.785290
0,-0.1799718570877425,-0.23321018656305118,0.04638671875,0.0087890625,1.0126953125,0.001953125,-0.0009765625,-0.0029296875,0.53466796875,0.18408203125,-0.05615234375,2022-08-02T14:58:57.787290
0,-0.17996703455687826,-0.2332154396770282,0.04638671875,0.0087890625,1.0126953125,0.001953125,-0.0009765625,-0.0029296875,0.53466796875,0.18408203125,-0.05615234375,2022-08-02T14:58:57.789290
0,-0.179967292906746,-0.23321182277888006,0.04638671875,0.0087890625,1.0126953125,0.001953125,-0.0009765625,-0.0029296875,0.53466796875,0.18408203125,-0.05615234375,2022-08-02T14:58:57.791290
0,-0.17995420318011465,-0.23321328676146383,0.04638671875,0.0087890625,1.0126953125,0.001953125,-0.0009765625,-0.0029296875,0.53466796875,0.18408203125,-0.05615234375,2022-08-02T14:58:57.793290
0,-0.1799507585152116,-0.2332187982253086,0.04638671875,0.0087890625,1.0126953125,0.001953125,-0.0009765625,-0.0029296875,0.53466796875,0.18408203125,-0.05615234375,2022-08-02T14:58:57.795290
0,-0.17995196414792772,-0.23322939056988537,0.04638671875,0.0087890625,1.0126953125,0.001953125,-0.0009765625,-0.0029296875,0.53466796875,0.18408203125,-0.05615234375,2022-08-02T14:58:57.797290
0,-0.1799497251157407,-0.23321862599206347,0.04638671875,0.0087890625,1.0126953125,0.001953125,-0.0009765625,-0.0029296875,0.53466796875,0.18408203125,-0.05615234375,2022-08-02T14:58:57.799290
0,-0.17992147886353613,-0.23318486827601406,0.04638671875,0.0087890625,1.0126953125,0.001953125,-0.0009765625,-0.0029296875,0.53466796875,0.18408203125,-0.05615234375,2022-08-02T14:58:57.801290
0,-0.17992130663029102,-0.2331883129409171,0.04638671875,0.0087890625,1.0126953125,0.001953125,-0.0009765625,-0.0029296875,0.53466796875,0.18408203125,-0.05615234375,2022-08-02T14:58:57.803290
0,-0.17989547164351852,-0.23316196125440916,0.04150390625,0.01025390625,1.01806640625,0.001953125,0.0009765625,-0.0029296875,0.53466796875,0.18408203125,-0.05615234375,2022-08-02T14:58:57.805290
0,-0.1798646418926367,-0.23314706307870373,0.04150390625,0.01025390625,1.01806640625,0.001953125,0.0009765625,-0.0029296875,0.53466796875,0.18408203125,-0.05615234375,2022-08-02T14:58:57.807290
0,-0.1798553412973986,-0.23313724578373013,0.04150390625,0.01025390625,1.01806640625,0.001953125,0.0009765625,-0.0029296875,0.53466796875,0.18408203125,-0.05615234375,2022-08-02T14:58:57.809290
0,-0.1798369984567901,-0.2331392264660494,0.04150390625,0.01025390625,1.01806640625,0.001953125,0.0009765625,-0.0029296875,0.53466796875,0.18408203125,-0.05615234375,2022-08-02T14:58:57.811290
0,-0.17982657834545854,-0.23313121762014993,0.04150390625,0.01025390625,1.01806640625,0.001953125,0.0009765625,-0.0029296875,0.53466796875,0.18408203125,-0.05615234375,2022-08-02T14:58:57.813290
0,-0.17982141134810406,-0.2331449962797619,0.04150390625,0.01025390625,1.01806640625,0.001953125,0.0009765625,-0.0029296875,0.53466796875,0.18408203125,-0.05615234375,2022-08-02T14:58:57.815290
0,-0.17981951678240743,-0.23314947434413577,0.04150390625,0.01025390625,1.01806640625,0.001953125,0.0009765625,-0.0029296875,0.53466796875,0.18408203125,-0.05615234375,2022-08-02T14:58:57.817290
0,-0.1797806781856261,-0.23311873070987654,0.04150390625,0.01025390625,1.01806640625,0.001953125,0.0009765625,-0.0029296875,0.53466796875,0.18408203125,-0.05615234375,2022-08-02T14:58:57.819290
0,-0.1797600963128307,-0.2330824756117725,0.04150390625,0.01025390625,1.01806640625,0.001953125,0.0009765625,-0.0029296875,0.53466796875,0.18408203125,-0.05615234375,2022-08-02T14:58:57.821290
0,-0.17974046172288355,-0.23305655450837742,0.04150390625,0.01025390625,1.01806640625,0.001953125,0.0009765625,-0.0029296875,0.53466796875,0.18408203125,-0.05615234375,2022-08-02T14:58:57.823290
0,-0.17970945973875666,-0.23301866319444445,0.04345703125,0.009765625,1.01708984375,0.001953125,-0.001953125,-0.0029296875,0.53466796875,0.17626953125,-0.05712890625,2022-08-02T14:58:57.825290
0,-0.1796912891313933,-0.23296837108686064,0.04345703125,0.009765625,1.01708984375,0.001953125,-0.001953125,-0.0029296875,0.53466796875,0.17626953125,-0.05712890625,2022-08-02T14:58:57.827290
0,-0.17967492697310408,-0.23294029706790126,0.04345703125,0.009765625,1.01708984375,0.001953125,-0.001953125,-0.0029296875,0.53466796875,0.17626953125,-0.05712890625,2022-08-02T14:58:57.829290
0,-0.17965365616732806,-0.2329261739417989,0.04345703125,0.009765625,1.01708984375,0.001953125,-0.001953125,-0.0029296875,0.53466796875,0.17626953125,-0.05712890625,2022-08-02T14:58:57.831290
