# Recorded using POD_Data_Capture.py
# Recoreded on:     2022-08-02 15:04:48.782367
# Device address:   
# Device ID:        00:3c:84:dd:2c:01

ECG_LOD,ECG_1,ECG_2,A_X,A_Y,A_Z,G_X,G_Y,G_Z,M_X,M_Y,M_Z,tstamp
0,-0.17648344494047616,-0.22526343074845676,0.03369140625,0.01025390625,1.01806640625,0.0,0.00244140625,-0.005859375,0.47607421875,0.19189453125,-0.04931640625,2022-08-02T15:04:38.506273
0,-0.17648232542438272,-0.22527652047508814,0.03369140625,0.01025390625,1.01806640625,0.0,0.00244140625,-0.005859375,0.47607421875,0.19189453125,-0.04931640625,2022-08-02T15:04:38.508273
0,-0.17648000027557323,-0.22527049231150795,0.03369140625,0.01025390625,1.01806640625,0.0,0.00244140625,-0.005859375,0.47607421875,0.19189453125,-0.04931640625,2022-08-02T15:04:38.510273
0,-0.17645390693893295,-0.22525318287037038,0.03369140625,0.01025390625,1.01806640625,0.0,0.00244140625,-0.005859375,0.47607421875,0.19189453125,-0.04931640625,2022-08-02T15:04:38.512273
0,-0.1764353057484568,-0.22524500179122575,0.03369140625,0.01025390625,1.01806640625,0.0,0.00244140625,-0.005859375,0.47607421875,0.19189453125,-0.04931640625,2022-08-02T15:04:38.514273
0,-0.17643375564925048,-0.22525748870149914,0.03369140625,0.01025390625,1.01806640625,0.0,0.00244140625,-0.005859375,0.47607421875,0.19189453125,-0.04931640625,2022-08-02T15:04:38.516273
0,-0.17640904017857142,-0.2252547329695767,0.03369140625,0.01025390625,1.01806640625,0.0,0.00244140625,-0.005859375,0.47607421875,0.19189453125,-0.04931640625,2022-08-02T15:04:38.518273
0,-0.17638802772266313,-0.225260761133157,0.03369140625,0.01025390625,1.01806640625,0.0,0.00244140625,-0.005859375,0.47607421875,0.19189453125,-0.04931640625,2022-08-02T15:04:38.520273
0,-0.17637166556437386,-0.2252413848930776,0.03369140625,0.01025390625,1.01806640625,0.0,0.00244140625,-0.005859375,0.47607421875,0.19189453125,-0.04931640625,2022-08-02T15:04:38.522273
0,-0.17635823137125217,-0.22524043761022924,0.03369140625,0.01025390625,1.01806640625,0.0,0.00244140625,-0.005859375,0.47607421875,0.19189453125,-0.04931640625,2022-08-02T15:04:38.524273
0,-0.17633928571428575,-0.22522975914902998,0.03125,0.0126953125,1.01611328125,-0.00048828125,-0.00146484375,-0.00732421875,0.47607421875,0.19189453125,-0.04931640625,2022-08-02T15:04:38.526273
0,-0.17632111510692236,-0.22522493661816576,0.03125,0.0126953125,1.01611328125,-0.00048828125,-0.00146484375,-0.00732421875,0.47607421875,0.19189453125,-0.04931640625,2022-08-02T15:04:38.528273
0,-0.17627693727954144,-0.22521193300815695,0.03125,0.0126953125,1.01611328125,-0.00048828125,-0.00146484375,-0.00732421875,0.47607421875,0.19189453125,-0.04931640625,2022-08-02T15:04:38.530273
0,-0.17624455742945325,-0.22519143725198415,0.03125,0.0126953125,1.01611328125,-0.00048828125,-0.00146484375,-0.00732421875,0.47607421875,0.19189453125,-0.04931640625,2022-08-02T15:04:38.532273
0,-0.17621700011022928,-0.22517843364197535,0.03125,0.0126953125,1.01611328125,-0.00048828125,-0.00146484375,-0.00732421875,0.47607421875,0.19189453125,-0.04931640625,2022-08-02T15:04:38.534273
0,-0.17618892609126985,-0.22519109278549385,0.03125,0.0126953125,1.01611328125,-0.00048828125,-0.00146484375,-0.00732421875,0.47607421875,0.19189453125,-0.04931640625,2022-08-02T15:04:38.536273
0,-0.1761858258928571,-0.2251948819168871,0.03125,0.0126953125,1.01611328125,-0.00048828125,-0.00146484375,-0.00732421875,0.47607421875,0.19189453125,-0.04931640625,2022-08-02T15:04:38.538273
0,-0.1761581824570106,-0.2252019434799383,0.03125,0.0126953125,1.01611328125,-0.00048828125,-0.00146484375,-0.00732421875,0.47607421875,0.19189453125,-0.04931640625,2022-08-02T15:04:38.540273
0,-0.17611658812830686,-0.22518635637125223,0.03125,0.0126953125,1.01611328125,-0.00048828125,-0.00146484375,-0.00732421875,0.47607421875,0.19189453125,-0.04931640625,2022-08-02T15:04:38.542273
0,-0.17610668471671076,-0.22518497850529104,0.03125,0.0126953125,1.01611328125,-0.00048828125,-0.00146484375,-0.00732421875,0.47607421875,0.19189453125,-0.04931640625,2022-08-02T15:04:38.544273
0,-0.17609428392305998,-0.2251904899691358,0.03466796875,0.0087890625,1.0166015625,0.0,-0.00341796875,-0.005859375,0.48779296875,0.19189453125,-0.05322265625,2022-08-02T15:04:38.546273
0,-0.17608765294312168,-0.2251800698578042,0.03466796875,0.0087890625,1.0166015625,0.0,-0.00341796875,-0.005859375,0.48779296875,0.19189453125,-0.05322265625,2022-08-02T15:04:38.548273
0,-0.17608403604497352,-0.22514269524360667,0.03466796875,0.0087890625,1.0166015625,0.0,-0.00341796875,-0.005859375,0.48779296875,0.19189453125,-0.05322265625,2022-08-02T15:04:38.550273
0,-0.1760562203758818,-0.22513442804783954,0.03466796875,0.0087890625,1.0166015625,0.0,-0.00341796875,-0.005859375,0.48779296875,0.19189453125,-0.05322265625,2022-08-02T15:04:38.552273
0,-0.1760264240244709,-0.22513830329585535,0.03466796875,0.0087890625,1.0166015625,0.0,-0.00341796875,-0.005859375,0.48779296875,0.19189453125,-0.05322265625,2022-08-02T15:04:38.554273
0,-0.17599878058862434,-0.22513485863095237,0.03466796875,0.0087890625,1.0166015625,0.0,-0.00341796875,-0.005859375,0.48779296875,0.19189453125,-0.05322265625,2022-08-02T15:04:38.556273
0,-0.17597604580026455,-0.2251315000826719,0.03466796875,0.0087890625,1.0166015625,0.0,-0.00341796875,-0.005859375,0.48779296875,0.19189453125,-0.05322265625,2022-08-02T15:04:38.558273
0,-0.17592859554122572,-0.22514941234016755,0.03466796875,0.0087890625,1.0166015625,0.0,-0.00341796875,-0.005859375,0.48779296875,0.19189453125,-0.05322265625,2022-08-02T15:04:38.560273
0,-0.1758930293761023,-0.2251353753306878,0.03466796875,0.0087890625,1.0166015625,0.0,-0.00341796875,-0.005859375,0.48779296875,0.19189453125,-0.05322265625,2022-08-02T15:04:38.562273
0,-0.17586616098985888,-0.22513770047949738,0.03466796875,0.0087890625,1.0166015625,0.0,-0.00341796875,-0.005859375,0.48779296875,0.19189453125,-0.05322265625,2022-08-02T15:04:38.564273
0,-0.17583713968805115,-0.225135547563933,0.03369140625,0.01025390625,1.017578125,0.0009765625,0.0009765625,-0.005859375,0.48779296875,0.19189453125,-0.05322265625,2022-08-02T15:04:38.566273
